Ensembl Gene ID	Transcript length (including UTRs and CDS)	Associated Gene Name
ENSGALG00000009864	1926	TRAF5
ENSGALG00000031571	444	
ENSGALG00000010980	3032	STK31
ENSGALG00000000511	3550	KCTD20
ENSGALG00000000511	1491	KCTD20
ENSGALG00000000511	1532	KCTD20
ENSGALG00000036472	1206	
ENSGALG00000001555	936	AURKAIP1
ENSGALG00000030567	494	H2B-VIII
ENSGALG00000011596	2165	PTPN4
ENSGALG00000027630	6003	
ENSGALG00000021529	1539	GP1BB
ENSGALG00000007681	1671	HTR2B
ENSGALG00000041502	859	ANGPT1L
ENSGALG00000041502	793	ANGPT1L
ENSGALG00000006027	1341	TM6SF1
ENSGALG00000038969	499	HIST1H3H
ENSGALG00000033190	1242	
ENSGALG00000001332	3570	RBL1
ENSGALG00000006175	1428	DPEP1
ENSGALG00000006175	1374	DPEP1
ENSGALG00000041163	915	ABHD17A
ENSGALG00000041163	876	ABHD17A
ENSGALG00000041163	864	ABHD17A
ENSGALG00000008421	1056	PEX16
ENSGALG00000008421	432	PEX16
ENSGALG00000007658	6029	C10orf76
ENSGALG00000007658	6250	C10orf76
ENSGALG00000007658	6182	C10orf76
ENSGALG00000007658	2208	C10orf76
ENSGALG00000010983	627	NPY
ENSGALG00000038516	396	
ENSGALG00000009871	3076	RCOR3
ENSGALG00000041500	401	
ENSGALG00000002439	9513	
ENSGALG00000002439	9399	
ENSGALG00000028118	414	MSMP
ENSGALG00000030940	870	BLB2
ENSGALG00000030940	978	BLB2
ENSGALG00000030940	792	BLB2
ENSGALG00000007691	2487	ARMC9
ENSGALG00000032198	312	HIST1H46
ENSGALG00000010125	3453	CSGALNACT1
ENSGALG00000010988	1625	MPP6
ENSGALG00000006036	1242	
ENSGALG00000006036	300	
ENSGALG00000001561	1797	MXRA8
ENSGALG00000001561	1302	MXRA8
ENSGALG00000011605	2414	EPB41L5
ENSGALG00000011605	1661	EPB41L5
ENSGALG00000036908	381	H2B-VII
ENSGALG00000031863	2082	MCMDC2
ENSGALG00000031863	2091	MCMDC2
ENSGALG00000011413	1758	
ENSGALG00000006161	987	CHMP1A
ENSGALG00000032417	1539	
ENSGALG00000033060	348	
ENSGALG00000042606	2889	
ENSGALG00000037322	515	HIST2H4A
ENSGALG00000029408	4821	BAZ1B
ENSGALG00000029408	4842	BAZ1B
ENSGALG00000029408	4656	BAZ1B
ENSGALG00000021867	270	
ENSGALG00000001043	8433	REXO1
ENSGALG00000001043	3567	REXO1
ENSGALG00000010130	2448	INTS10
ENSGALG00000010997	2946	DFNA5
ENSGALG00000030732	1290	
ENSGALG00000007701	1212	B3GNT7
ENSGALG00000007701	1218	B3GNT7
ENSGALG00000000523	1400	STK38
ENSGALG00000000523	1395	STK38
ENSGALG00000043525	396	
ENSGALG00000002394	1949	RGP1
ENSGALG00000002394	1413	RGP1
ENSGALG00000040263	727	
ENSGALG00000040263	624	
ENSGALG00000040263	791	
ENSGALG00000041182	1317	TBX1
ENSGALG00000041182	1311	TBX1
ENSGALG00000041182	1458	TBX1
ENSGALG00000041182	975	TBX1
ENSGALG00000041182	216	TBX1
ENSGALG00000006041	2940	BNC1
ENSGALG00000006041	2883	BNC1
ENSGALG00000041746	1982	ZMAT2
ENSGALG00000035629	2075	GRAMD1C
ENSGALG00000035629	2118	GRAMD1C
ENSGALG00000035629	1608	GRAMD1C
ENSGALG00000035629	1707	GRAMD1C
ENSGALG00000009877	2032	KCNH1
ENSGALG00000009877	2955	KCNH1
ENSGALG00000009877	1281	KCNH1
ENSGALG00000038343	864	
ENSGALG00000001600	2139	DVL1
ENSGALG00000006144	1657	CDK10
ENSGALG00000008436	2167	CRY2
ENSGALG00000027645	1886	
ENSGALG00000027645	1573	
ENSGALG00000032930	2567	NCL
ENSGALG00000037934	381	HIST1H2B7
ENSGALG00000010924	2315	cNFI-A
ENSGALG00000010924	6002	cNFI-A
ENSGALG00000028346	1517	
ENSGALG00000029346	2003	
ENSGALG00000010136	1863	HGSNAT
ENSGALG00000006045	1530	SH3GL3
ENSGALG00000031159	911	HIST1H110
ENSGALG00000029545	2606	SMAD7B
ENSGALG00000001084	3315	ATP8B3
ENSGALG00000008438	2214	SLC35C1
ENSGALG00000032317	2511	TAS1R3
ENSGALG00000023468	2244	VPS9D1
ENSGALG00000036077	1008	
ENSGALG00000007714	1897	NMUR1
ENSGALG00000041927	2100	FZD9
ENSGALG00000034424	1017	PPP1R42
ENSGALG00000026493	1447	RALB
ENSGALG00000034321	372	
ENSGALG00000020741	1788	HPS6
ENSGALG00000008440	1236	CHST1
ENSGALG00000015910	4341	CD109
ENSGALG00000039845	1263	
ENSGALG00000028898	2026	CPTP
ENSGALG00000020614	2293	TM2D1
ENSGALG00000041398	312	
ENSGALG00000011007	3058	OSBPL3
ENSGALG00000011007	3006	OSBPL3
ENSGALG00000011007	2898	OSBPL3
ENSGALG00000026210	3499	SGK196
ENSGALG00000002412	3896	GBA2
ENSGALG00000002412	2803	GBA2
ENSGALG00000028770	2258	INHBB
ENSGALG00000000533	1419	SRSF3
ENSGALG00000000533	904	SRSF3
ENSGALG00000043329	336	PTMA
ENSGALG00000006083	1788	
ENSGALG00000022531	348	
ENSGALG00000035080	3919	HARS
ENSGALG00000009881	1912	HHAT
ENSGALG00000000513	2088	ZNF276
ENSGALG00000019233	1115	
ENSGALG00000019233	1118	
ENSGALG00000029211	961	FKBP6
ENSGALG00000029211	1073	FKBP6
ENSGALG00000035244	1201	HIST1H3H
ENSGALG00000002529	1608	
ENSGALG00000002529	1887	
ENSGALG00000028081	1287	ONECUT3
ENSGALG00000030843	1465	COPS5
ENSGALG00000029508	1245	SMIM19
ENSGALG00000001420	5677	RALGAPB
ENSGALG00000001420	4554	RALGAPB
ENSGALG00000001420	4407	RALGAPB
ENSGALG00000007666	768	KCHIP2
ENSGALG00000007666	888	KCHIP2
ENSGALG00000037930	411	HIST1H3H
ENSGALG00000033062	1055	PDE6D
ENSGALG00000008460	1737	ZFYVE19
ENSGALG00000028318	1532	CDKN1A
ENSGALG00000032933	1442	
ENSGALG00000026359	936	SERTAD4
ENSGALG00000026359	933	SERTAD4
ENSGALG00000021848	594	
ENSGALG00000031648	1479	
ENSGALG00000021696	1709	
ENSGALG00000021696	1499	
ENSGALG00000010934	4431	
ENSGALG00000010934	3809	
ENSGALG00000015916	4723	SLC17A5
ENSGALG00000042650	390	
ENSGALG00000031355	2847	
ENSGALG00000031355	333	
ENSGALG00000038241	336	CART
ENSGALG00000001691	2130	CPSF3L
ENSGALG00000001691	1800	CPSF3L
ENSGALG00000038336	2906	SLC20A2
ENSGALG00000038336	1593	SLC20A2
ENSGALG00000029199	1400	WDR55
ENSGALG00000026655	525	
ENSGALG00000000544	4482	RAB44
ENSGALG00000037167	713	HIST1H103
ENSGALG00000007752	3679	COPS7B
ENSGALG00000007752	1773	COPS7B
ENSGALG00000008022	1378	TAPBP
ENSGALG00000008022	1033	TAPBP
ENSGALG00000008022	1350	TAPBP
ENSGALG00000001925	1569	GNB1L
ENSGALG00000001925	2665	GNB1L
ENSGALG00000001925	1224	GNB1L
ENSGALG00000001925	1473	GNB1L
ENSGALG00000001925	1286	GNB1L
ENSGALG00000011630	7455	GLI2
ENSGALG00000011630	7352	GLI2
ENSGALG00000011630	4062	GLI2
ENSGALG00000024469	420	
ENSGALG00000024469	630	
ENSGALG00000009884	1686	
ENSGALG00000009884	1873	
ENSGALG00000002539	2227	KCNN2
ENSGALG00000039538	2189	CLDND1
ENSGALG00000039538	1987	CLDND1
ENSGALG00000039538	1905	CLDND1
ENSGALG00000042491	437	
ENSGALG00000011020	1504	CYCS
ENSGALG00000034610	5541	ARFGEF1
ENSGALG00000007697	5144	MGEA5
ENSGALG00000007697	2736	MGEA5
ENSGALG00000039351	771	
ENSGALG00000010170	2784	INTU
ENSGALG00000034781	372	
ENSGALG00000028039	537	AVR2
ENSGALG00000028039	453	AVR2
ENSGALG00000000551	5142	C26H6ORF89
ENSGALG00000001701	1044	
ENSGALG00000029941	390	HIST1H2A4
ENSGALG00000034972	1473	
ENSGALG00000009887	2962	DIEXF
ENSGALG00000008469	1581	SPINT1
ENSGALG00000008469	636	SPINT1
ENSGALG00000015133	1086	
ENSGALG00000011021	1722	C7orf31
ENSGALG00000001093	2453	TCF3
ENSGALG00000001093	2855	TCF3
ENSGALG00000001093	1989	TCF3
ENSGALG00000001093	1916	TCF3
ENSGALG00000030424	599	HIST1H3H
ENSGALG00000000560	687	
ENSGALG00000008174	1628	MTAP
ENSGALG00000008174	867	MTAP
ENSGALG00000011635	1500	TFCP2L1
ENSGALG00000015134	687	APOV1
ENSGALG00000000891	1549	NSUN5
ENSGALG00000000891	1149	NSUN5
ENSGALG00000000891	1436	NSUN5
ENSGALG00000000891	1101	NSUN5
ENSGALG00000000891	4084	NSUN5
ENSGALG00000035715	390	
ENSGALG00000001492	4820	NDRG3
ENSGALG00000001492	4802	NDRG3
ENSGALG00000040086	1899	HNRNPK
ENSGALG00000001714	1080	PUSL1
ENSGALG00000001714	1124	PUSL1
ENSGALG00000032329	1008	NPM3
ENSGALG00000025945	606	
ENSGALG00000025945	453	
ENSGALG00000028047	696	RHOV
ENSGALG00000011022	971	NPVF
ENSGALG00000000516	4300	FANCA
ENSGALG00000000516	4242	FANCA
ENSGALG00000041918	2531	CPA6
ENSGALG00000009890	727	MRPS10
ENSGALG00000025786	312	
ENSGALG00000010185	3114	HSPA4L
ENSGALG00000037172	1961	IK
ENSGALG00000037172	1797	IK
ENSGALG00000038993	2076	
ENSGALG00000038993	1833	
ENSGALG00000000186	978	MTCH1
ENSGALG00000006104	5334	ADAMTSL3
ENSGALG00000006104	5340	ADAMTSL3
ENSGALG00000006104	648	ADAMTSL3
ENSGALG00000006104	4311	ADAMTSL3
ENSGALG00000015136	1188	ILDR1
ENSGALG00000031874	660	HIST1H101
ENSGALG00000008496	3454	VPS18
ENSGALG00000007767	5714	DIS3L2
ENSGALG00000007767	1966	DIS3L2
ENSGALG00000007767	1710	DIS3L2
ENSGALG00000007767	1375	DIS3L2
ENSGALG00000030382	1645	
ENSGALG00000023622	587	AVD
ENSGALG00000034505	1521	CDKN2A
ENSGALG00000001988	1473	TXNRD2
ENSGALG00000001988	1293	TXNRD2
ENSGALG00000040174	483	
ENSGALG00000033293	696	
ENSGALG00000007706	810	FGF8
ENSGALG00000007706	4581	FGF8
ENSGALG00000000137	944	SNRPE
ENSGALG00000042354	3639	PREX2
ENSGALG00000026137	1888	CDKN2B
ENSGALG00000019232	2697	
ENSGALG00000011036	1202	HNRNPA2B1
ENSGALG00000011036	2152	HNRNPA2B1
ENSGALG00000028372	390	
ENSGALG00000025948	1128	SLA2
ENSGALG00000029674	7662	
ENSGALG00000001770	842	
ENSGALG00000036338	591	
ENSGALG00000001096	457	UQCR11
ENSGALG00000010953	2786	KANK4
ENSGALG00000010195	2907	PLK4
ENSGALG00000010195	330	PLK4
ENSGALG00000002523	1859	CREB3
ENSGALG00000002523	1784	CREB3
ENSGALG00000027571	1081	
ENSGALG00000009896	3906	TRERF1
ENSGALG00000009896	3657	TRERF1
ENSGALG00000009896	3303	TRERF1
ENSGALG00000043428	1248	FBXW4
ENSGALG00000000583	2241	SOX13
ENSGALG00000040626	454	NDUFA2
ENSGALG00000027113	390	
ENSGALG00000038064	1923	
ENSGALG00000038064	1774	
ENSGALG00000035338	2803	
ENSGALG00000001835	1533	
ENSGALG00000036253	2375	
ENSGALG00000008188	2341	TRIM36
ENSGALG00000008188	1532	TRIM36
ENSGALG00000002024	849	COMT
ENSGALG00000002024	1836	COMT
ENSGALG00000011645	4500	CLASP1
ENSGALG00000011645	3975	CLASP1
ENSGALG00000011645	3900	CLASP1
ENSGALG00000042263	381	
ENSGALG00000040908	5493	HIP1
ENSGALG00000023866	976	
ENSGALG00000010957	3662	USP1
ENSGALG00000010957	2596	USP1
ENSGALG00000001101	956	MBD3
ENSGALG00000001101	2163	MBD3
ENSGALG00000001101	3638	MBD3
ENSGALG00000006119	1395	SAXO2
ENSGALG00000006119	1407	SAXO2
ENSGALG00000010199	1800	MFSD8
ENSGALG00000037776	1329	TMCO6
ENSGALG00000000557	1215	ETNK2
ENSGALG00000007731	762	DPCD
ENSGALG00000011759	663	
ENSGALG00000034561	1425	
ENSGALG00000034561	1134	
ENSGALG00000008514	2241	DLL4
ENSGALG00000008514	387	DLL4
ENSGALG00000008514	2274	DLL4
ENSGALG00000008514	2079	DLL4
ENSGALG00000008514	1518	DLL4
ENSGALG00000039140	1398	CD14
ENSGALG00000007814	1563	
ENSGALG00000043373	4609	ARVCF
ENSGALG00000033587	516	
ENSGALG00000000545	1263	REN
ENSGALG00000000521	2483	SPIRE2
ENSGALG00000000521	2229	SPIRE2
ENSGALG00000000521	2169	SPIRE2
ENSGALG00000001848	1219	UBE2J2
ENSGALG00000001848	1798	UBE2J2
ENSGALG00000001106	438	
ENSGALG00000007753	1821	POLL
ENSGALG00000008197	1683	PGGT1B
ENSGALG00000008197	1546	PGGT1B
ENSGALG00000010201	4364	ABHD18
ENSGALG00000034987	288	GGCL1
ENSGALG00000006225	3840	EFL1
ENSGALG00000032645	613	HIST1H2A4L3
ENSGALG00000000141	1130	BLB1
ENSGALG00000000141	816	BLB1
ENSGALG00000010967	3336	
ENSGALG00000007875	1147	
ENSGALG00000040041	957	SLC35A4
ENSGALG00000040041	948	SLC35A4
ENSGALG00000040041	591	SLC35A4
ENSGALG00000001108	981	
ENSGALG00000011038	3351	CBX3
ENSGALG00000011038	1187	CBX3
ENSGALG00000011038	3148	CBX3
ENSGALG00000011038	852	CBX3
ENSGALG00000014184	1404	
ENSGALG00000014184	1281	
ENSGALG00000027064	411	HIST1H3H
ENSGALG00000008204	2042	FEM1C
ENSGALG00000007803	1596	
ENSGALG00000038146	2315	
ENSGALG00000038146	2447	
ENSGALG00000027874	1945	CHAC1
ENSGALG00000002548	11736	TLN1
ENSGALG00000002548	11777	TLN1
ENSGALG00000040004	527	HIST1H3H
ENSGALG00000030420	1572	
ENSGALG00000010207	3084	LARP1B
ENSGALG00000016917	1699	CLN5
ENSGALG00000041129	1868	TMEM173
ENSGALG00000001121	1458	SH3GL1
ENSGALG00000001857	963	FAM132A
ENSGALG00000038399	3543	PLEKHA6
ENSGALG00000038399	3657	PLEKHA6
ENSGALG00000026991	1236	
ENSGALG00000009906	5256	UBR2
ENSGALG00000009906	5256	UBR2
ENSGALG00000027594	381	HIST1H2B5
ENSGALG00000001522	3221	PHF20
ENSGALG00000001522	3245	PHF20
ENSGALG00000001522	3303	PHF20
ENSGALG00000001522	2910	PHF20
ENSGALG00000001522	2904	PHF20
ENSGALG00000001522	2808	PHF20
ENSGALG00000001522	2625	PHF20
ENSGALG00000039553	3219	SULF1
ENSGALG00000039553	2731	SULF1
ENSGALG00000039553	2716	SULF1
ENSGALG00000039553	1800	SULF1
ENSGALG00000032717	385	CCL4
ENSGALG00000032984	1098	MEX3B
ENSGALG00000032984	1533	MEX3B
ENSGALG00000032984	438	MEX3B
ENSGALG00000042612	7327	SLC12A9
ENSGALG00000002056	3025	TANGO2
ENSGALG00000002056	1610	TANGO2
ENSGALG00000002056	1028	TANGO2
ENSGALG00000027315	390	
ENSGALG00000035780	948	
ENSGALG00000001859	1035	
ENSGALG00000010209	714	PGRMC2
ENSGALG00000034478	756	GGCL1
ENSGALG00000041436	2499	
ENSGALG00000011783	743	HIST1H111R
ENSGALG00000016918	882	
ENSGALG00000016918	708	
ENSGALG00000016918	886	
ENSGALG00000001126	3335	CHAF1A
ENSGALG00000008553	6817	INO80
ENSGALG00000001872	5081	SDF4
ENSGALG00000043603	276	CCL5
ENSGALG00000040704	4505	SPINW
ENSGALG00000011650	1333	NIFK
ENSGALG00000011650	1146	NIFK
ENSGALG00000000129	6876	TCF25
ENSGALG00000000129	6403	TCF25
ENSGALG00000000129	6173	TCF25
ENSGALG00000010214	2801	JADE1
ENSGALG00000008229	2065	ALDH7A1
ENSGALG00000008229	1613	ALDH7A1
ENSGALG00000008229	1380	ALDH7A1
ENSGALG00000011784	741	APOLD1
ENSGALG00000038128	2081	UBE2D2
ENSGALG00000038128	416	UBE2D2
ENSGALG00000038128	426	UBE2D2
ENSGALG00000000611	1665	PPP1R15B
ENSGALG00000034905	708	
ENSGALG00000011046	5842	SNX10
ENSGALG00000011046	5193	SNX10
ENSGALG00000011046	600	SNX10
ENSGALG00000039554	2394	
ENSGALG00000001882	3058	TNFRSF18
ENSGALG00000001146	1847	UBXN6
ENSGALG00000007899	1623	CHRND
ENSGALG00000007899	1578	CHRND
ENSGALG00000007899	1551	CHRND
ENSGALG00000011794	2494	DDX47
ENSGALG00000010978	1587	ANGPTL3
ENSGALG00000029842	2151	SLCO5A1
ENSGALG00000016919	2632	IRG1
ENSGALG00000016919	2632	IRG1
ENSGALG00000041449	633	
ENSGALG00000007820	2026	BTRC
ENSGALG00000007820	1957	BTRC
ENSGALG00000007820	1849	BTRC
ENSGALG00000007820	1751	BTRC
ENSGALG00000007820	1563	BTRC
ENSGALG00000037043	5241	PIK3C2B
ENSGALG00000001894	1197	
ENSGALG00000043254	2826	
ENSGALG00000000884	1742	CXXC5
ENSGALG00000011796	1065	
ENSGALG00000023335	2148	Rchy1
ENSGALG00000023335	732	Rchy1
ENSGALG00000011652	1975	TSN
ENSGALG00000011652	1846	TSN
ENSGALG00000006376	3496	TMC3
ENSGALG00000006376	3414	TMC3
ENSGALG00000027068	2678	HDGFRP2
ENSGALG00000042685	758	
ENSGALG00000011798	2839	HEBP1
ENSGALG00000008237	1287	GRAMD3
ENSGALG00000009909	2055	PRPH2
ENSGALG00000033439	1329	PRDM14
ENSGALG00000033439	963	PRDM14
ENSGALG00000033816	867	KCTD12
ENSGALG00000030836	2721	PSD2
ENSGALG00000001935	948	
ENSGALG00000007906	1670	CHRNG
ENSGALG00000000059	2718	
ENSGALG00000000059	1608	
ENSGALG00000010985	1767	ATG4C
ENSGALG00000010985	1692	ATG4C
ENSGALG00000010985	1419	ATG4C
ENSGALG00000010268	1330	
ENSGALG00000035926	435	
ENSGALG00000030081	1258	SKAP2
ENSGALG00000030081	4320	SKAP2
ENSGALG00000008569	2560	CHP1
ENSGALG00000008569	1342	CHP1
ENSGALG00000034488	3213	
ENSGALG00000034488	3210	
ENSGALG00000034488	564	
ENSGALG00000011799	1977	
ENSGALG00000011799	621	
ENSGALG00000042533	4720	TSPOAP1
ENSGALG00000026460	3582	
ENSGALG00000028659	847	BLEC1
ENSGALG00000000636	1552	MDM4
ENSGALG00000028608	1149	BTC
ENSGALG00000005016	5025	ZNF608
ENSGALG00000027363	1469	C1orf159
ENSGALG00000009911	3319	GLTSCR1L
ENSGALG00000001536	3087	
ENSGALG00000001536	3177	
ENSGALG00000021193	1898	STARD5
ENSGALG00000033641	2203	NRG2
ENSGALG00000033641	1804	NRG2
ENSGALG00000000639	2091	LRRN2
ENSGALG00000021972	1714	PLIN4
ENSGALG00000021972	1692	PLIN4
ENSGALG00000021972	1281	PLIN4
ENSGALG00000042686	1469	FOXD3
ENSGALG00000000136	678	Blec2
ENSGALG00000023906	660	RNF223
ENSGALG00000008579	781	OIP5
ENSGALG00000025712	1811	DEF8
ENSGALG00000025712	1715	DEF8
ENSGALG00000025712	1691	DEF8
ENSGALG00000005316	1528	SRFBP1
ENSGALG00000034189	754	
ENSGALG00000034189	732	
ENSGALG00000015917	1927	EEF1A1
ENSGALG00000015917	1144	EEF1A1
ENSGALG00000015917	1701	EEF1A1
ENSGALG00000015917	1379	EEF1A1
ENSGALG00000015917	1227	EEF1A1
ENSGALG00000015917	1068	EEF1A1
ENSGALG00000015917	1316	EEF1A1
ENSGALG00000015917	1555	EEF1A1
ENSGALG00000028095	981	HOXA1
ENSGALG00000028095	900	HOXA1
ENSGALG00000000944	726	SUPT4H1
ENSGALG00000007919	1201	EIF4E2
ENSGALG00000007919	1253	EIF4E2
ENSGALG00000007919	1197	EIF4E2
ENSGALG00000037781	2527	GSR
ENSGALG00000011655	5803	IQCB1
ENSGALG00000011655	5589	IQCB1
ENSGALG00000035017	1173	
ENSGALG00000029387	807	PURA
ENSGALG00000011800	3960	FAM234B
ENSGALG00000011800	1845	FAM234B
ENSGALG00000001550	2670	RBM39
ENSGALG00000040521	1252	HOXA2
ENSGALG00000008584	2430	NUSAP1
ENSGALG00000006388	4765	IL16
ENSGALG00000007831	894	TLX1
ENSGALG00000027587	1086	LRG1
ENSGALG00000042511	864	PKDCC
ENSGALG00000042511	891	PKDCC
ENSGALG00000042511	270	PKDCC
ENSGALG00000036310	766	CYSTM1
ENSGALG00000001028	2478	RNF43
ENSGALG00000001028	2322	RNF43
ENSGALG00000008105	1212	
ENSGALG00000028063	623	LOX
ENSGALG00000028063	1263	LOX
ENSGALG00000010991	1867	ALG6
ENSGALG00000000528	938	
ENSGALG00000000528	980	
ENSGALG00000025842	5230	TPM2
ENSGALG00000025842	5230	TPM2
ENSGALG00000025842	802	TPM2
ENSGALG00000025842	3992	TPM2
ENSGALG00000025842	1441	TPM2
ENSGALG00000027925	2858	HOXA3
ENSGALG00000027925	2666	HOXA3
ENSGALG00000027416	768	ROMO1
ENSGALG00000008587	2016	NDUFAF1
ENSGALG00000010273	1177	PPP2CB
ENSGALG00000007837	1602	KAZALD1
ENSGALG00000007837	1658	KAZALD1
ENSGALG00000001171	2703	Sema6B
ENSGALG00000021183	864	CFAP161
ENSGALG00000011657	1683	EAF2
ENSGALG00000026396	1023	BG1
ENSGALG00000026396	957	BG1
ENSGALG00000026396	840	BG1
ENSGALG00000008178	969	
ENSGALG00000036017	4491	NCOA2
ENSGALG00000036017	4466	NCOA2
ENSGALG00000036017	4422	NCOA2
ENSGALG00000036017	2841	NCOA2
ENSGALG00000000540	1546	GAS8
ENSGALG00000027562	1020	PURG
ENSGALG00000022622	1814	HOXA4
ENSGALG00000022622	1581	HOXA4
ENSGALG00000006399	1068	MESDC1
ENSGALG00000016920	3372	LMO7
ENSGALG00000016920	3342	LMO7
ENSGALG00000016920	4752	LMO7
ENSGALG00000016920	4734	LMO7
ENSGALG00000016920	4638	LMO7
ENSGALG00000016920	3322	LMO7
ENSGALG00000000946	1232	PFDN1
ENSGALG00000000946	630	PFDN1
ENSGALG00000000946	517	PFDN1
ENSGALG00000011802	1035	GSG1
ENSGALG00000011802	1071	GSG1
ENSGALG00000001031	1812	HSF5
ENSGALG00000001031	1758	HSF5
ENSGALG00000023621	1375	SFXN3
ENSGALG00000008283	1395	
ENSGALG00000006403	2626	MESDC2
ENSGALG00000008595	1321	
ENSGALG00000025929	1770	HOXA5
ENSGALG00000000549	538	URAH
ENSGALG00000005330	3872	SNCAIP
ENSGALG00000005330	2779	SNCAIP
ENSGALG00000001235	2997	ANKRD24
ENSGALG00000001568	3055	NFS1
ENSGALG00000001568	1317	NFS1
ENSGALG00000008599	816	
ENSGALG00000020726	1647	
ENSGALG00000009915	4806	EML4
ENSGALG00000009915	3036	EML4
ENSGALG00000009915	2967	EML4
ENSGALG00000034562	2449	CAPN10
ENSGALG00000000949	816	HBEGF
ENSGALG00000040909	4482	WRN
ENSGALG00000011803	2157	EMP1
ENSGALG00000028908	2393	HOXA6
ENSGALG00000028908	774	HOXA6
ENSGALG00000039193	6216	AGRN
ENSGALG00000039193	5952	AGRN
ENSGALG00000039193	5313	AGRN
ENSGALG00000031776	3620	NFASC
ENSGALG00000031776	3569	NFASC
ENSGALG00000031776	3299	NFASC
ENSGALG00000031776	2915	NFASC
ENSGALG00000031776	4065	NFASC
ENSGALG00000023612	2444	LZTS2
ENSGALG00000001042	3666	MTMR4
ENSGALG00000001042	3979	MTMR4
ENSGALG00000002578	771	APH1A
ENSGALG00000002578	759	APH1A
ENSGALG00000000608	2232	CDH1
ENSGALG00000000608	3595	CDH1
ENSGALG00000011671	2172	SLC15A2
ENSGALG00000011671	2208	SLC15A2
ENSGALG00000011809	2766	
ENSGALG00000008603	1320	ITPKA
ENSGALG00000008603	2133	ITPKA
ENSGALG00000008321	1050	RNPEPL1
ENSGALG00000026989	839	HOXA7
ENSGALG00000000123	939	
ENSGALG00000000123	957	
ENSGALG00000000123	834	
ENSGALG00000017627	2667	C10orf2
ENSGALG00000028983	1712	HOXA9
ENSGALG00000041348	1866	
ENSGALG00000041112	1832	TRAM
ENSGALG00000034352	521	MRPL43
ENSGALG00000031327	5111	
ENSGALG00000031327	3878	
ENSGALG00000031327	5361	
ENSGALG00000031327	5103	
ENSGALG00000031327	1650	
ENSGALG00000026631	1095	HOXA10
ENSGALG00000001245	1695	SIRT6
ENSGALG00000001245	1004	SIRT6
ENSGALG00000010995	2116	ITGB3BP
ENSGALG00000010995	540	ITGB3BP
ENSGALG00000010995	1146	ITGB3BP
ENSGALG00000010995	364	ITGB3BP
ENSGALG00000035882	1580	
ENSGALG00000040021	2192	HOXA11
ENSGALG00000037648	513	
ENSGALG00000040856	2700	CPNE1
ENSGALG00000040856	6343	CPNE1
ENSGALG00000040856	1685	CPNE1
ENSGALG00000006413	4083	CEMIP
ENSGALG00000006413	4059	CEMIP
ENSGALG00000026957	2718	SEMA4G
ENSGALG00000008615	4368	
ENSGALG00000005337	5617	SNX2
ENSGALG00000005337	4847	SNX2
ENSGALG00000005337	4736	SNX2
ENSGALG00000005337	2235	SNX2
ENSGALG00000011814	5497	ATF7IP
ENSGALG00000027234	2889	HOXA13
ENSGALG00000000630	1647	HAS3
ENSGALG00000037996	1124	COX7A2L
ENSGALG00000037996	989	COX7A2L
ENSGALG00000011677	1558	HSPBAP1
ENSGALG00000038745	1857	LACTB2
ENSGALG00000021340	1255	CA9
ENSGALG00000021340	1454	CA9
ENSGALG00000021340	1175	CA9
ENSGALG00000029583	1554	PLBD1
ENSGALG00000009919	1281	KCNG3
ENSGALG00000008369	8752	ABCC5
ENSGALG00000008369	4688	ABCC5
ENSGALG00000008369	4229	ABCC5
ENSGALG00000008025	3570	SLF2
ENSGALG00000000122	300	RACK1
ENSGALG00000000122	1554	RACK1
ENSGALG00000001049	1387	
ENSGALG00000001049	1473	
ENSGALG00000001049	6445	
ENSGALG00000001049	1499	
ENSGALG00000001252	2395	CREB3L3
ENSGALG00000008624	3267	RPAP1
ENSGALG00000034675	1433	XKR9
ENSGALG00000000632	1038	CHTF8
ENSGALG00000000632	966	CHTF8
ENSGALG00000000632	1018	CHTF8
ENSGALG00000030253	4847	RBM12
ENSGALG00000002055	1500	HES4
ENSGALG00000002055	873	HES4
ENSGALG00000032632	1461	DIRC2
ENSGALG00000032632	1116	DIRC2
ENSGALG00000010283	1703	GTF2E2
ENSGALG00000010283	1062	GTF2E2
ENSGALG00000010283	1089	GTF2E2
ENSGALG00000010283	1562	GTF2E2
ENSGALG00000010283	2165	GTF2E2
ENSGALG00000008039	3156	MFSD13A
ENSGALG00000018874	1431	SNX24
ENSGALG00000033126	2328	DGCR8
ENSGALG00000033126	2313	DGCR8
ENSGALG00000033126	2268	DGCR8
ENSGALG00000000653	3962	CNTN2
ENSGALG00000009925	2082	MTA3
ENSGALG00000009925	1986	MTA3
ENSGALG00000008628	1434	
ENSGALG00000011838	3219	GUCY2C
ENSGALG00000011838	3114	GUCY2C
ENSGALG00000030569	1770	TRIM41
ENSGALG00000016921	1707	UCHL3
ENSGALG00000016921	1101	UCHL3
ENSGALG00000015923	2661	MTO1
ENSGALG00000015923	1872	MTO1
ENSGALG00000033871	288	
ENSGALG00000037611	3758	
ENSGALG00000002121	1818	PLEKHN1
ENSGALG00000005346	1100	PPIC
ENSGALG00000001267	1777	MAP2K2
ENSGALG00000001267	1089	MAP2K2
ENSGALG00000037310	1266	EVX1
ENSGALG00000037310	1239	EVX1
ENSGALG00000037310	1194	EVX1
ENSGALG00000037310	1191	EVX1
ENSGALG00000037310	1164	EVX1
