am_gene_id	transcript_id	protein_id	gene_symbol	gene_name	
AMISG012976	AMIST019659|AMIST019660	AMISP019659|AMISP019660	PALMD	palmdelphin	
AMISG012977	AMIST019661	AMISP019661	AMISG012977	AMISG012977 uncharacterized protein	
AMISG012978	AMIST019662	AMISP019662	CYP2C45	cytochrome P-450 2C45	
AMISG012979	AMIST019663|AMIST019664	AMISP019663|AMISP019664	AMISG012979	AMISG012979 uncharacterized protein	
AMISG012980	AMIST019665	AMISP019665	AMISG012980	AMISG012980 uncharacterized protein	
AMISG012981	AMIST019666|AMIST019667	AMISP019666|AMISP019667	TMEM47	transmembrane protein 47	
AMISG012982	AMIST019668	AMISP019668	AMISG012982	AMISG012982 uncharacterized protein	
AMISG012983	AMIST019669	AMISP019669	AMISG012983	AMISG012983 uncharacterized protein	
AMISG012984	AMIST019670	AMISP019670	AMISG012984	AMISG012984 uncharacterized protein	
AMISG012985	AMIST019671	AMISP019671	AMISG012985	AMISG012985 uncharacterized protein	
AMISG012986	AMIST019672	AMISP019672	GPR56	G protein-coupled receptor 56	
AMISG012987	AMIST019673|AMIST019674	AMISP019673|AMISP019674	LOC100563474L	similar to anole LOC100563474 (ras-related protein Rab-10-like)	
AMISG012988	AMIST019675|AMIST019676|AMIST019677|AMIST019678|AMIST019679|AMIST019680	AMISP019675|AMISP019676|AMISP019677|AMISP019678|AMISP019679|AMISP019680	KLHL14	kelch-like 14 (Drosophila)	
AMISG012989	AMIST019681	AMISP019681	AMISG012989	AMISG012989 uncharacterized protein	
AMISG012990	AMIST019682	AMISP019682	FLRT2	fibronectin leucine rich transmembrane protein 2	
AMISG012991	AMIST019683	AMISP019683	AMISG012991	AMISG012991 uncharacterized protein	
AMISG012992	AMIST019684|AMIST019685	AMISP019684|AMISP019685	AMISG012992	AMISG012992 uncharacterized protein	
AMISG012993	AMIST019686	AMISP019686	AMISG012993	AMISG012993 uncharacterized protein	
AMISG012994	AMIST019687	AMISP019687	AMISG012994	AMISG012994 uncharacterized protein	
AMISG012995	AMIST019688	AMISP019688	AMISG012995	AMISG012995 uncharacterized protein	
AMISG012996	AMIST019689	AMISP019689	AMISG012996	AMISG012996 uncharacterized protein	
AMISG012997	AMIST019690	AMISP019690	AMISG012997	AMISG012997 uncharacterized protein	
AMISG012998	AMIST019691	AMISP019691	AMISG012998	AMISG012998 uncharacterized protein	
AMISG012999	AMIST019692	AMISP019692	PCDH19	protocadherin 19	
AMISG013000	AMIST019693	AMISP019693	AMISG013000	AMISG013000 uncharacterized protein	
AMISG013001	AMIST019694	AMISP019694	AMISG013001	AMISG013001 uncharacterized protein	
AMISG013002	AMIST019695|AMIST019696	AMISP019695|AMISP019696	LOC776244L	similar to chicken LOC776244 (zinc finger protein 385B-like)	
AMISG013003	AMIST019697|AMIST019698	AMISP019697|AMISP019698	LRFN3	leucine rich repeat and fibronectin type III domain containing 3	
AMISG013004	AMIST019699|AMIST019700	AMISP019699|AMISP019700	NMUR2	neuromedin U receptor 2	
AMISG013005	AMIST019701	AMISP019701	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif	
AMISG013006	AMIST019702	AMISP019702	CACNG1	calcium channel	
AMISG013007	AMIST019703|AMIST019704	AMISP019703|AMISP019704	HELZ	helicase with zinc finger	
AMISG013008	AMIST019705|AMIST019706	AMISP019705|AMISP019706	PSMD12	proteasome (prosome	
AMISG013009	AMIST019707|AMIST019708|AMIST019709|AMIST019710	AMISP019707|AMISP019708|AMISP019709|AMISP019710	PITPNC1	phosphatidylinositol transfer protein	
AMISG013010	AMIST019711	AMISP019711	NOL11	nucleolar protein 11	
AMISG013011	AMIST019712	AMISP019712	AMISG013011	AMISG013011 uncharacterized protein	
AMISG013012	AMIST019713|AMIST019714	AMISP019713|AMISP019714	AMISG013012	AMISG013012 uncharacterized protein	
AMISG013013	AMIST019715	AMISP019715	TOX2	TOX high mobility group box family member 2	
AMISG013014	AMIST019716	AMISP019716	IRS2	insulin receptor substrate 2	
AMISG013015	AMIST019717	AMISP019717	RHBDD1	rhomboid domain containing 1	
AMISG013016	AMIST019718	AMISP019718	COL4A4	collagen	
AMISG013017	AMIST019719|AMIST019720|AMIST019721	AMISP019719|AMISP019720|AMISP019721	COL4A3	collagen	
AMISG013018	AMIST019722	AMISP019722	AMISG013018	AMISG013018 uncharacterized protein	
AMISG013019	AMIST019723|AMIST019724|AMIST019725|AMIST019726	AMISP019723|AMISP019724|AMISP019725|AMISP019726	MFF	mitochondrial fission factor	
AMISG013020	AMIST019727|AMIST019728	AMISP019727|AMISP019728	MRPL44	mitochondrial ribosomal protein L44	
AMISG013021	AMIST019729	AMISP019729	AGFG1	ArfGAP with FG repeats 1	
AMISG013022	AMIST019730|AMIST019731|AMIST019732	AMISP019730|AMISP019731|AMISP019732	SLC19A3	solute carrier family 19	
AMISG013023	AMIST019733	AMISP019733	AMISG013023	AMISG013023 uncharacterized protein	
AMISG013024	AMIST019734	AMISP019734	CCL20	chemokine (C-C motif) ligand 20	
AMISG013025	AMIST019735	AMISP019735	WDR69	WD repeat domain 69	
AMISG013026	AMIST019736|AMIST019737	AMISP019736|AMISP019737	SPHKAP	SPHK1 interactor	
AMISG013027	AMIST019738|AMIST019739|AMIST019740	AMISP019738|AMISP019739|AMISP019740	AMISG013027	AMISG013027 uncharacterized protein	
AMISG013028	AMIST019741|AMIST019742	AMISP019741|AMISP019742	RAB3IP	RAB3A interacting protein (rabin3)	
AMISG013029	AMIST019743|AMIST019744	AMISP019743|AMISP019744	MYRFL	myelin regulatory factor-like	
AMISG013030	AMIST019745|AMIST019746	AMISP019745|AMISP019746	CFDP1	craniofacial development protein 1	
AMISG013031	AMIST019747	AMISP019747	AMISG013031	AMISG013031 uncharacterized protein	
AMISG013032	AMIST019748|AMIST019749	AMISP019748|AMISP019749	TMEM170A	transmembrane protein 170A	
AMISG013033	AMIST019750	AMISP019750	OGFOD1	2-oxoglutarate and iron-dependent oxygenase domain containing 1	
AMISG013034	AMIST019751	AMISP019751	NUDT21	nudix (nucleoside diphosphate linked moiety X)-type motif 21	
AMISG013035	AMIST019752	AMISP019752	AMFR	autocrine motility factor receptor	
AMISG013036	AMIST019753	AMISP019753	AMISG013036	AMISG013036 uncharacterized protein	
AMISG013037	AMIST019754	AMISP019754	GTPBP10	GTP-binding protein 10 (putative)	
AMISG013038	AMIST019755	AMISP019755	CLDN12	claudin 12	
AMISG013039	AMIST019756	AMISP019756	PTTG1IP	pituitary tumor-transforming 1 interacting protein	
AMISG013040	AMIST019757	AMISP019757	CDK14	cyclin-dependent kinase 14	
AMISG013041	AMIST019758	AMISP019758	AMISG013041	AMISG013041 uncharacterized protein	
AMISG013042	AMIST019759	AMISP019759	FZD1	frizzled family receptor 1	
AMISG013043	AMIST019760	AMISP019760	AMISG013043	AMISG013043 uncharacterized protein	
AMISG013044	AMIST019761	AMISP019761	AMISG013044	AMISG013044 uncharacterized protein	
AMISG013045	AMIST019762	AMISP019762	AMISG013045	AMISG013045 uncharacterized protein	
AMISG013046	AMIST019763	AMISP019763	AMISG013046	AMISG013046 uncharacterized protein	
AMISG013047	AMIST019764|AMIST019765|AMIST019766|AMIST019767|AMIST019768	AMISP019764|AMISP019765|AMISP019766|AMISP019767|AMISP019768	AKAP9	A kinase (PRKA) anchor protein (yotiao) 9	
AMISG013048	AMIST019769|AMIST019770|AMIST019771	AMISP019769|AMISP019770|AMISP019771	CYP51A1	cytochrome P450	
AMISG013049	AMIST019772|AMIST019773	AMISP019772|AMISP019773	LRRD1	leucine-rich repeats and death domain containing 1	
AMISG013050	AMIST019774|AMIST019775	AMISP019774|AMISP019775	KRIT1	KRIT1	
AMISG013051	AMIST019776|AMIST019777|AMIST019778	AMISP019776|AMISP019777|AMISP019778	ANKIB1	ankyrin repeat and IBR domain containing 1	
AMISG013052	AMIST019779	AMISP019779	GRINA	glutamate receptor	
AMISG013053	AMIST019780	AMISP019780	AMISG013053	AMISG013053 uncharacterized protein	
AMISG013054	AMIST019781|AMIST019782|AMIST019783|AMIST019784	AMISP019781|AMISP019782|AMISP019783|AMISP019784	ERBB4	v-erb-a erythroblastic leukemia viral oncogene homolog 4	
AMISG013055	AMIST019785	AMISP019785	AMISG013055	AMISG013055 uncharacterized protein	
AMISG013056	AMIST019786	AMISP019786	AMISG013056	AMISG013056 uncharacterized protein	
AMISG013057	AMIST019787|AMIST019788|AMIST019789|AMIST019790	AMISP019787|AMISP019788|AMISP019789|AMISP019790	SBF1	SET binding factor 1	
AMISG013058	AMIST019791	AMISP019791	PPP6R2	protein phosphatase 6	
AMISG013059	AMIST019792|AMIST019793|AMIST019794	AMISP019792|AMISP019793|AMISP019794	FAM116B	family with sequence similarity 116	
AMISG013060	AMIST019795	AMISP019795	GCC1	GRIP and coiled-coil domain containing 1	
AMISG013061	AMIST019796	AMISP019796	AMISG013061	AMISG013061 uncharacterized protein	
AMISG013062	AMIST019797	AMISP019797	FAM71F2	family with sequence similarity 71	
AMISG013063	AMIST019798|AMIST019799|AMIST019800	AMISP019798|AMISP019799|AMISP019800	MYO5B	myosin VB	
AMISG013064	AMIST019801	AMISP019801	ACAA2	acetyl-CoA acyltransferase 2	
AMISG013065	AMIST019802|AMIST019803|AMIST019804	AMISP019802|AMISP019803|AMISP019804	SHH	sonic hedgehog	
AMISG013066	AMIST019805|AMIST019806	AMISP019805|AMISP019806	RBM33	RNA binding motif protein 33	
AMISG013067	AMIST019807|AMIST019808	AMISP019807|AMISP019808	ITPR3	inositol 1	
AMISG013068	AMIST019809|AMIST019810	AMISP019809|AMISP019810	AMISG013068	AMISG013068 uncharacterized protein	
AMISG013069	AMIST019811	AMISP019811	AMISG013069	AMISG013069 uncharacterized protein	
AMISG013070	AMIST019812	AMISP019812	AMISG013070	AMISG013070 uncharacterized protein	
AMISG013071	AMIST019813|AMIST019814	AMISP019813|AMISP019814	AMISG013071	AMISG013071 uncharacterized protein	
AMISG013072	AMIST019815	AMISP019815	NET1	neuroepithelial cell transforming 1	
AMISG013073	AMIST019816	AMISP019816	AMISG013073	AMISG013073 uncharacterized protein	
AMISG013074	AMIST019817	AMISP019817	ASB13	ankyrin repeat and SOCS box containing 13	
AMISG013075	AMIST019818	AMISP019818	AMISG013075	AMISG013075 uncharacterized protein	
AMISG013076	AMIST019819	AMISP019819	AMISG013076	AMISG013076 uncharacterized protein	
AMISG013077	AMIST019820	AMISP019820	CYP4V2	cytochrome P450	
AMISG013078	AMIST019821	AMISP019821	AMISG013078	AMISG013078 uncharacterized protein	
AMISG013079	AMIST019822|AMIST019823|AMIST019824	AMISP019822|AMISP019823|AMISP019824	FAM149A	family with sequence similarity 149	
AMISG013080	AMIST019825	AMISP019825	AMISG013080	AMISG013080 uncharacterized protein	
AMISG013081	AMIST019826	AMISP019826	AMISG013081	AMISG013081 uncharacterized protein	
AMISG013082	AMIST019827	AMISP019827	TLR3	toll-like receptor 3	
AMISG013083	AMIST019828	AMISP019828	AMISG013083	AMISG013083 uncharacterized protein	
AMISG013084	AMIST019829	AMISP019829	AMISG013084	AMISG013084 uncharacterized protein	
AMISG013085	AMIST019830	AMISP019830	SIGLEC15	sialic acid binding Ig-like lectin 15	
AMISG013086	AMIST019831	AMISP019831	AMISG013086	AMISG013086 uncharacterized protein	
AMISG013087	AMIST019832|AMIST019833|AMIST019834	AMISP019832|AMISP019833|AMISP019834	EPG5	ectopic P-granules autophagy protein 5 homolog (C. elegans)	
AMISG013088	AMIST019835|AMIST019836|AMIST019837	AMISP019835|AMISP019836|AMISP019837	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2	
AMISG013089	AMIST019838	AMISP019838	ATP5A1W	ATP synthase subunit alpha	
AMISG013090	AMIST019839	AMISP019839	HAUS1	HAUS augmin-like complex	
AMISG013091	AMIST019840	AMISP019840	AMISG013091	AMISG013091 uncharacterized protein	
AMISG013092	AMIST019841|AMIST019842|AMIST019843	AMISP019841|AMISP019842|AMISP019843	P4HA2	prolyl 4-hydroxylase	
AMISG013093	AMIST019844	AMISP019844	PDLIM4	PDZ and LIM domain 4	
AMISG013094	AMIST019845|AMIST019846	AMISP019845|AMISP019846	SLC22A4	solute carrier family 22 (organic cation transporter)	
AMISG013095	AMIST019847	AMISP019847	AMISG013095	AMISG013095 uncharacterized protein	
AMISG013096	AMIST019848	AMISP019848	AMISG013096	AMISG013096 uncharacterized protein	
AMISG013097	AMIST019849	AMISP019849	IRF1	interferon regulatory factor 1	
AMISG013098	AMIST019850	AMISP019850	AMISG013098	AMISG013098 uncharacterized protein	
AMISG013099	AMIST019851	AMISP019851	AMISG013099	AMISG013099 uncharacterized protein	
AMISG013100	AMIST019852	AMISP019852	AMISG013100	AMISG013100 uncharacterized protein	
AMISG013101	AMIST019853	AMISP019853	AMISG013101	AMISG013101 uncharacterized protein	
AMISG013102	AMIST019854	AMISP019854	AMISG013102	AMISG013102 uncharacterized protein	
AMISG013103	AMIST019855	AMISP019855	SULT1C3	sulfotransferase family	
AMISG013104	AMIST019856|AMIST019857	AMISP019856|AMISP019857	AMISG013104	AMISG013104 uncharacterized protein	
AMISG013105	AMIST019858	AMISP019858	GCC2	GRIP and coiled-coil domain containing 2	
AMISG013106	AMIST019859	AMISP019859	LIMS1	LIM and senescent cell antigen-like domains 1	
AMISG013107	AMIST019860	AMISP019860	RANBP2	RAN binding protein 2	
AMISG013108	AMIST019861|AMIST019862|AMIST019863|AMIST019864	AMISP019861|AMISP019862|AMISP019863|AMISP019864	CCDC138	coiled-coil domain containing 138	
AMISG013109	AMIST019865	AMISP019865	AMISG013109	AMISG013109 uncharacterized protein	
AMISG013110	AMIST019866|AMIST019867	AMISP019866|AMISP019867	EDAR	ectodysplasin A receptor	
AMISG013111	AMIST019868	AMISP019868	AMISG013111	AMISG013111 uncharacterized protein	
AMISG013112	AMIST019869	AMISP019869	AMISG013112	AMISG013112 uncharacterized protein	
AMISG013113	AMIST019870	AMISP019870	AMISG013113	AMISG013113 uncharacterized protein	
AMISG013114	AMIST019871	AMISP019871	AMISG013114	AMISG013114 uncharacterized protein	
AMISG013115	AMIST019872|AMIST019873	AMISP019872|AMISP019873	THSD7A	thrombospondin	
AMISG013116	AMIST019874	AMISP019874	TMEM106B	transmembrane protein 106B	
AMISG013117	AMIST019875|AMIST019876	AMISP019875|AMISP019876	VWDE	von Willebrand factor D and EGF domains	
AMISG013118	AMIST019877|AMIST019878	AMISP019877|AMISP019878	LOC100554884L	similar to anole LOC100554884 (uncharacterized LOC100554884)	
AMISG013119	AMIST019879	AMISP019879	SCIN	scinderin	
AMISG013120	AMIST019880	AMISP019880	ARL4A	ADP-ribosylation factor-like 4A	
AMISG013121	AMIST019881|AMIST019882|AMIST019883	AMISP019881|AMISP019882|AMISP019883	AMISG013121	AMISG013121 uncharacterized protein	
AMISG013122	AMIST019884	AMISP019884	OR10Z1	olfactory receptor	
AMISG013123	AMIST019885	AMISP019885	AMISG013123	AMISG013123 uncharacterized protein	
AMISG013124	AMIST019886|AMIST019887|AMIST019888|AMIST019889	AMISP019886|AMISP019887|AMISP019888|AMISP019889	ZCCHC11	zinc finger	
AMISG013125	AMIST019890	AMISP019890	PRPF38A	PRP38 pre-mRNA processing factor 38 (yeast) domain containing A	
AMISG013126	AMIST019891	AMISP019891	ORC1	origin recognition complex	
AMISG013127	AMIST019892	AMISP019892	CC2D1B	coiled-coil and C2 domain containing 1B	
AMISG013128	AMIST019893	AMISP019893	ZFYVE9	zinc finger	
AMISG013129	AMIST019894	AMISP019894	BTF3L4	basic transcription factor 3-like 4	
AMISG013130	AMIST019895	AMISP019895	TXNDC12	thioredoxin domain containing 12 (endoplasmic reticulum)	
AMISG013131	AMIST019896|AMIST019897	AMISP019896|AMISP019897	RAB3B	RAB3B	
AMISG013132	AMIST019898	AMISP019898	NRD1	nardilysin (N-arginine dibasic convertase)	
AMISG013133	AMIST019899|AMIST019900	AMISP019899|AMISP019900	OSBPL9	oxysterol binding protein-like 9	
AMISG013134	AMIST019901	AMISP019901	SULF2	sulfatase 2	
AMISG013135	AMIST019902	AMISP019902	GADL1	glutamate decarboxylase-like 1	
AMISG013136	AMIST019903	AMISP019903	AMISG013136	AMISG013136 uncharacterized protein	
AMISG013137	AMIST019904	AMISP019904	NRIP1	nuclear receptor interacting protein 1	
AMISG013138	AMIST019905|AMIST019906	AMISP019905|AMISP019906	IPCEF1	interaction protein for cytohesin exchange factors 1	
AMISG013139	AMIST019907|AMIST019908	AMISP019907|AMISP019908	OPRM1	opioid receptor	
AMISG013140	AMIST019909	AMISP019909	AMISG013140	AMISG013140 uncharacterized protein	
AMISG013141	AMIST019910	AMISP019910	AMISG013141	AMISG013141 uncharacterized protein	
AMISG013142	AMIST019911	AMISP019911	LOC100149646L	similar to zebrafish LOC100149646 (novel protein similar to vertebrate endonuclease domain containing 1 (ENDOD1))	
AMISG013143	AMIST019912	AMISP019912	AMISG013143	AMISG013143 uncharacterized protein	
AMISG013144	AMIST019913	AMISP019913	AMISG013144	AMISG013144 uncharacterized protein	
AMISG013145	AMIST019914|AMIST019915|AMIST019916	AMISP019914|AMISP019915|AMISP019916	AMISG013145	AMISG013145 uncharacterized protein	
AMISG013146	AMIST019917	AMISP019917	CCDC105	coiled-coil domain containing 105	
AMISG013147	AMIST019918	AMISP019918	RPS5	ribosomal protein S5	
AMISG013148	AMIST019919	AMISP019919	RNF183	ring finger protein 183	
AMISG013149	AMIST019920	AMISP019920	GABBR1	gamma-aminobutyric acid (GABA) B receptor	
AMISG013150	AMIST019921|AMIST019922|AMIST019923	AMISP019921|AMISP019922|AMISP019923	LOC100535645L	similar to zebrafish LOC100535645 (butyrophilin subfamily 1 member A1-like)	
AMISG013151	AMIST019924|AMIST019925	AMISP019924|AMISP019925	AMISG013151	AMISG013151 uncharacterized protein	
AMISG013152	AMIST019926	AMISP019926	AMISG013152	AMISG013152 uncharacterized protein	
AMISG013153	AMIST019927	AMISP019927	SH3BP5L	SH3-binding domain protein 5-like	
AMISG013154	AMIST019928|AMIST019929|AMIST019930	AMISP019928|AMISP019929|AMISP019930	AMISG013154	AMISG013154 uncharacterized protein	
AMISG013155	AMIST019931|AMIST019932	AMISP019931|AMISP019932	AMISG013155	AMISG013155 uncharacterized protein	
AMISG013156	AMIST019933|AMIST019934	AMISP019933|AMISP019934	AMISG013156	AMISG013156 uncharacterized protein	
AMISG013157	AMIST019935	AMISP019935	AMISG013157	AMISG013157 uncharacterized protein	
AMISG013158	AMIST019936	AMISP019936	AMISG013158	AMISG013158 uncharacterized protein	
AMISG013159	AMIST019937|AMIST019938|AMIST019939	AMISP019937|AMISP019938|AMISP019939	AMISG013159	AMISG013159 uncharacterized protein	
AMISG013160	AMIST019940|AMIST019941	AMISP019940|AMISP019941	AMISG013160	AMISG013160 uncharacterized protein	
AMISG013161	AMIST019942	AMISP019942	AMISG013161	AMISG013161 uncharacterized protein	
AMISG013162	AMIST019943|AMIST019944|AMIST019945|AMIST019946|AMIST019947	AMISP019943|AMISP019944|AMISP019945|AMISP019946|AMISP019947	AMISG013162	AMISG013162 uncharacterized protein	
AMISG013163	AMIST019948	AMISP019948	AMISG013163	AMISG013163 uncharacterized protein	
AMISG013164	AMIST019949|AMIST019950	AMISP019949|AMISP019950	AMISG013164	AMISG013164 uncharacterized protein	
AMISG013165	AMIST019951	AMISP019951	AMISG013165	AMISG013165 uncharacterized protein	
AMISG013166	AMIST019952	AMISP019952	CYP8B1	cytochrome P450	
AMISG013167	AMIST019953	AMISP019953	BOLA1	bolA homolog 1	
AMISG013168	AMIST019954|AMIST019955	AMISP019954|AMISP019955	SV2B	synaptic vesicle glycoprotein 2B	
AMISG013169	AMIST019956	AMISP019956	SF3B4	splicing factor 3b	
AMISG013170	AMIST019957	AMISP019957	OTUD7B	OTU domain containing 7B	
AMISG013171	AMIST019958|AMIST019959|AMIST019960	AMISP019958|AMISP019959|AMISP019960	LOC100560262L	similar to anole LOC100560262 (uncharacterized LOC100560262)	
AMISG013172	AMIST019961	AMISP019961	VPS45	vacuolar protein sorting 45 homolog	
AMISG013173	AMIST019962	AMISP019962	PLEKHO1	pleckstrin homology domain containing	
AMISG013174	AMIST019963	AMISP019963	AMISG013174	AMISG013174 uncharacterized protein	
AMISG013175	AMIST019964	AMISP019964	AMISG013175	AMISG013175 uncharacterized protein	
AMISG013176	AMIST019965	AMISP019965	AMISG013176	AMISG013176 uncharacterized protein	
AMISG013177	AMIST019966|AMIST019967	AMISP019966|AMISP019967	WWC1	WW and C2 domain containing 1	
AMISG013178	AMIST019968|AMIST019969	AMISP019968|AMISP019969	RARS	arginyl-tRNA synthetase	
AMISG013179	AMIST019970|AMIST019971	AMISP019970|AMISP019971	LOC100490096L	similar to western clawed frog LOC100490096 (stAR-related lipid transfer protein 13-like)	
AMISG013180	AMIST019972	AMISP019972	AMISG013180	AMISG013180 uncharacterized protein	
AMISG013181	AMIST019973	AMISP019973	FGF10	fibroblast growth factor 10	
AMISG013182	AMIST019974	AMISP019974	AMISG013182	AMISG013182 uncharacterized protein	
AMISG013183	AMIST019975	AMISP019975	AMISG013183	AMISG013183 uncharacterized protein	
AMISG013184	AMIST019976|AMIST019977	AMISP019976|AMISP019977	PXDN	peroxidasin homolog (Drosophila)	
AMISG013185	AMIST019978	AMISP019978	AMISG013185	AMISG013185 uncharacterized protein	
AMISG013186	AMIST019979|AMIST019980	AMISP019979|AMISP019980	AMISG013186	AMISG013186 uncharacterized protein	
AMISG013187	AMIST019981	AMISP019981	BHLHE22	basic helix-loop-helix family	
AMISG013188	AMIST019982	AMISP019982	CYP7B1	cytochrome P450	
AMISG013189	AMIST019983|AMIST019984	AMISP019983|AMISP019984	AMISG013189	AMISG013189 uncharacterized protein	
AMISG013190	AMIST019985	AMISP019985	F13B	coagulation factor XIII	
